6595. емисија
100. циклус
15. емисија
17. 05. 2017.
www.youtube.com/watch?v=9PqQeUlS8W0

А1 - ОРМАН
А2 - БРОЈ
А3 - ПОЗОРИШТЕ
А4 - СТАНИЦА
 А - ГАРДЕРОБА
Б1 - ЦАР
Б2 - НОВО
Б3 - ВЕЧЕРЊЕ
Б4 - БЕЛО
 Б - ОДЕЛО
В1 - ЖАР
В2 - РЕШЕТКА
В3 - ЖИЦА
В4 - МЕСО
 В - РОШТИЉ
Г1 - ГРАД
Г2 - ВЕТЕРНИЦА
Г3 - ТЕКСТИЛ
Г4 - ПАПРИКЕ
 Г - ЛЕСКОВАЦ
??? - ВЕШАЛИЦА

А1 - ДИМ
А2 - ПРОЗОР
А3 - ПОЗОРИШТЕ 
А4 - СПУШТЕНА
 А - ЗАВЕСА
Б1 - ЖИЛА
Б2 - ГЛАВА
Б3 - СТОПАЛО
Б4 - ШТИКЛА
 Б - ПЕТА
В1 - АДЕНАУЕР
В2 - КОЛ
В3 - ШРЕДЕР
В4 - МЕРКЕЛ
 В - КАНЦЕЛАР
Г1 - ПЕРИОД
Г2 - ГОДИНА
Г3 - ГЛУВО
Г4 - ЛЕДЕНО
 Г - ДОБА
??? - ГВОЖЂЕ
