5929. емисија
89. циклус
20. емисија
07. 05. 2015.
www.youtube.com/watch?v=dcEz7D9onVA

А1 - СТЕВАН ФИЛИПОВИЋ
А2 - ФИЛМ
А3 - ОВЦЕ
А4 - КОСА
 А - ШИШАЊЕ
Б1 - БРАДА
Б2 - ПЕНА
Б3 - ДЛАКЕ
Б4 - УКЛАЊАЊЕ
 Б - БРИЈАЊЕ
В1 - СПОРТСКИ
В2 - КОМЕРЦИЈАЛНИ
В3 - ПЕЦАЊЕ
В4 - ЛОВ
 В - РИБОЛОВ
Г1 - КОКИЦЕ
Г2 - ПОЛИТИЧКИ
Г3 - СТРУЈА
Г4 - БАТЕРИЈЕ
 Г - АПАРАТ
??? - МАШИНИЦА

А1 - СВЕТА
А2 - ЛОРЕН
А3 - МУДРОСТ
А4 - БУГАРСКА
 А - СОФИЈА
Б1 - ЛЕПОТА
Б2 - ТИТУЛА
Б3 - ЛЕНТА
Б4 - ПРАТИЉА
 Б - МИС
В1 - ОЦЕЊИВАЊЕ
В2 - ЧЛАНОВИ
В3 - СТРУЧНИ
В4 - КВИЗ
 В - ЖИРИ
Г1 - МАНИФЕСТАЦИЈА
Г2 - МУЗИКА
Г3 - ЕВРОПА
Г4 - МОЛИТВА
 Г - ЕУРОСОНГ
??? - ИЗБОР
