7206. емисија
110. циклус
14. емисија
19. 01. 2019.
www.youtube.com/watch?v=yCS0-kjmsos

А1 - ЕЛЕКТРИЧНИ ОРГАЗАМ
А2 - ГРАНИЦА
А3 - ЗВЕЗДЕ
А4 - ОБЛАЦИ
 А - НЕБО
Б1 - КИЈЕВ
Б2 - ВЛАДИМИР
Б3 - ХРТ
Б4 - ДУША
 Б - РУСИЈА
В1 - НАУКА
В2 - ПРЕДМЕТ
В3 - МИКРО
В4 - ЕВОЛУЦИЈА
 В - БИОЛОГИЈА
Г1 - МАЧКА
Г2 - ТЕПИХ
Г3 - ИРАН
Г4 - ЗАЛИВ
 Г - ПЕРСИЈА
??? - ЦАРСТВО

А1 - ЧИСТА
А2 - ОРГАНСКА
А3 - ПРИВЛАЧНОСТ
А4 - СИМБОЛ
 А - ХЕМИЈА
Б1 - БЕОГРАД
Б2 - БАР
Б3 - МОДРИЋ
Б4 - ДОНЧИЋ
 Б - ЛУКА
В1 - ТУРА
В2 - КУПОВИНА
В3 - ЦЕНТАР
В4 - АНГЛИЦИЗАМ
 В - ШОПИНГ
Г1 - 500
Г2 - ДИНАР
Г3 - НЕМАЧКА
Г4 - ДЕУТЕРИЈУМ
 Г - Д(D)
??? - МОЛ
