6887. емисија
105. циклус
2. емисија
05. 03. 2018.
www.youtube.com/watch?v=1M_AxOX6Q2s

А1 - ЈАСТУЧЕ
А2 - ВОСАК
А3 - ПОТПИС
А4 - ПАСОШ
 А - ПЕЧАТ
Б1 - МАШИНА
Б2 - СЛОВА
Б3 - ГУТЕНБЕРГ
Б4 - СИТО
 Б - ШТАМПА
В1 - РУКЕ
В2 - НОГЕ
В3 - МАЛИ
В4 - СРЕДЊИ
 В - ПРСТ
Г1 - МЛЕЧНИ
Г2 - ПЛОМБА
Г3 - ЧЕТКИЦА
Г4 - ОЧЊАЦИ
 Г - ЗУБИ
??? - ОТИСАК

А1 - ДИСАЊЕ
А2 - ВАЗДУХ
А3 - ЕЛЕМЕНТ
А4 - ОСАМ
 А - КИСЕОНИК
Б1 - ВЕНЕЦИЈА
Б2 - МЕНАЖЕРИЈА
Б3 - ВУНА
Б4 - ВИТРАЖ
 Б - СТАКЛО
В1 - КРАЉЕВИНА
В2 - ХИМАЛАЈИ
В3 - ЗМАЈ
В4 - ТИМБУ
 В - БУТАН
Г1 - МАСА
Г2 - ВЕШТАЧКА
Г3 - АМБАЛАЖА
Г4 - ФЛАША
 Г - ПЛАСТИКА
??? - БОЦА
