5823. емисија
87. циклус
36. емисија
21. 01. 2015.
www.youtube.com/watch?v=c771aLXY21w

А1 - ДАВИД
А2 - ДАНИЦА
А3 - ЕСТРАДА
А4 - МОРЕ
 А - ЗВЕЗДА
Б1 - МЕТАЛ
Б2 - ЈУЖНА АФРИКА
Б3 - БОР
Б4 - ИСПИРАЊЕ
 Б - ЗЛАТО
В1 - СЦЕНА
В2 - ДЕКОРАЦИЈА
В3 - ЛИЦЕ
В4 - СКИДАЊЕ
 В - ШМИНКА
Г1 - ШЋЕПАН МАЛИ
Г2 - ЦАР
Г3 - ДИМИТРИЈЕ
Г4 - НЕИСТИНИТИ
 Г - ЛАЖНИ
??? - СЈАЈ

А1 - ПЛАЋАЊЕ
А2 - МАТЕМАТИКА
А3 - БРАК
А4 - ЧИСТ
 А - РАЧУН
Б1 - РЕКА
Б2 - МИСЛИ
Б3 - ВРЕМЕ
Б4 - КРЕТАЊЕ
 Б - ТОК
В1 - ЧОКОЛАДА
В2 - РЕЧ
В3 - ПРЕПОРУКА
В4 - ЗАГРЕЈАНА
 В - ТОПЛА
Г1 - ЗИМА
Г2 - ЗАКУСКА
Г3 - СМРЗНУТА
Г4 - СТУДЕНА
 Г - ХЛАДНА
??? - СТРУЈА
