7022. емисија
107. циклус
15. емисија
18. 07. 2018.
www.youtube.com/watch?v=xujIUKijbKI

А1 - КРУЗ
А2 - ТОМАС
А3 - ХЕНКС
А4 - ИМЕ
 А - ТОМ
Б1 - САРА
Б2 - СЕР АЛЕКС
Б3 - ДАНКАН
Б4 - ПРЕЗИМЕ
 Б - ФЕРГУСОН
В1 - КУКУРУЗ
В2 - ПШЕНИЦА
В3 - ЗЕМЉИШТЕ
В4 - БРАЗДА
 В - ЊИВА
Г1 - КАМП
Г2 - КУКА
Г3 - ВУЧА
Г4 - ШЛЕПЕР
 Г - ПРИКОЛИЦА
??? - ТРАКТОР

А1 - КРПИЦЕ
А2 - ПЛАСТИКА
А3 - ДЕВОЈЧИЦА
А4 - ОМИЉЕНА
 А - ЛУТКА
Б1 - КАСА
Б2 - КУПОВИНА
Б3 - РАДЊА
Б4 - ТАЈНЕ
 Б - ПРОДАВНИЦА
В1 - ПАНО
В2 - УЧЕНИК
В3 - ФОТОГРАФИЈА
В4 - УСПОМЕНА
 В - МАТУРСКА СЛИКА
Г1 - ПРОЗОР
Г2 - ПЕСАК
Г3 - БАШТА
Г4 - ЧАША
 Г - СТАКЛО
??? - ИЗЛОГ
