6065. емисија
91. циклус
34. емисија
04. 10. 2015.
www.youtube.com/watch?v=1DQ3aTpYza8

А1 - ПЛОДНА
А2 - НЕПЛОДНА
А3 - ПЛАНЕТА
А4 - ДРЖАВА
 А - ЗЕМЉА
Б1 - АУТ
Б2 - ГРАНИЦА
Б3 - ПРАВА
Б4 - КРИВА
 Б - ЛИНИЈА
В1 - АПАРАТ
В2 - ЦЕНТРАЛНА
В3 - КОСА
В4 - ПАРАЛЕЛНА
 В - ПРОЈЕКЦИЈА
Г1 - ОПСЕРВАТОРИЈА
Г2 - ЛОНДОН
Г3 - ВРЕМЕ
Г4 - НУЛА
 Г - ГРИНИЧ
??? - МЕРИДИЈАН

А1 - ПРЕТЕЋА
А2 - ПОЗДРАВНА
А3 - У БОЦИ
А4 - ЅМЅ
 А - ПОРУКА
Б1 - ДЕТЕКТИВСКА
Б2 - ОБАВЕШТАЈНА
Б3 - НОВИНСКА
Б4 - ТУРИСТИЧКА
 Б - АГЕНЦИЈА
В1 - ГЕСЛО
В2 - ПАРОЛА
В3 - МОТО
В4 - КРИЛАТИЦА
 В - СЛОГАН
Г1 - ГАС
Г2 - ПЛЕМЕНИТИ
Г3 - СВЕТЛО
Г4 - Ne
 Г - НЕОН
??? - РЕКЛАМА
