6136. емисија
92. циклус
44. емисија
14. 12. 2015.
www.youtube.com/watch?v=ff0WpueqxUI

А1 - САСТАВ
А2 - РЕСОР
А3 - СЕНКА
А4 - НАРОДНИ СПАС
 А - ВЛАДА
Б1 - СЕКРЕТАР
Б2 - КРАВАТА
Б3 - ШКОЛА
Б4 - ФИНАНСИЈСКИ
 Б - ДИРЕКТОР
В1 - ОВЛАШЋЕЊЕ
В2 - АДВОКАТ
В3 - ЗАСТУПНИК
В4 - ДАТИ
 В - ПУНОМОЋНИК
Г1 - ВОЈСКА
Г2 - УПОТРЕБА
Г3 - ВРЕМЕ
Г4 - ОТПЛАТА
 Г - РОК
??? - МАНДАТ

А1 - РАТНА
А2 - ЈЕДИНИЦЕ
А3 - РАСПОРЕД
А4 - САСТАВ 
 А - ФОРМАЦИЈА
Б1 - АКАДЕМИЈА
Б2 - БАЗА
Б3 - ЛЕТАЧКА
Б4 - АВИОНСКА
 Б - ВАЗДУХОПЛОВНА
В1 - ЛУКА
В2 - КОНВОЈ
В3 - ФЛОТА
В4 - НАУТИКА
 В - БРОДОВИ
Г1 - КАПА
Г2 - ЧЕТА
Г3 - СПОМЕНИК
Г4 - ГЕРИСЛА
 Г - ПАРТИЗАНСКА
??? - ЕСКАДРИЛА
