7077. емисија
108. циклус
9. емисија
12. 09. 2018.
www.youtube.com/watch?v=1D3zOGpEyKU

А1 - КЛАВИР
А2 - КОЛЕНО
А3 - ЛИСТ
А4 - ПЕДАЛА
 А - НОГА
Б1 - КАМЕН
Б2 - АХИЛ
Б3 - ГЛАВА
Б4 - ЖИЛА
 Б - ПЕТА
В1 - ВИНОГРАД
В2 - КУЋА
В3 - ПОЗОРИШТЕ
В4 - РОГОВИ
 В - ПУЖ
Г1 - РЕКОРД
Г2 - МИТИНГ
Г3 - КРАЉИЦА
Г4 - СТАЗА
 Г - АТЛЕТИКА
??? - СТОПАЛО

А1 - ГРОЖЂЕ
А2 - СОРТА
А3 - РИШЕЉЕ
А4 - ГРЕШКА
 А - КАРДИНАЛ
Б1 - ГОЛМАН
Б2 - ФОРМУЛА
Б3 - АЛИ ВРЕДАН
Б4 - СМЕР
 Б - ЈЕДАН
В1 - КРЕДИТ
В2 - МОБИЛНИ
В3 - ДОДАТАК
В4 - БУЏЕТ
 В - ДОПУНА
Г1 - ДВОРИШТЕ
Г2 - СОБЕ
Г3 - КУХИЊА
Г4 - МАНСАРДА
 Г - СТАН
??? - БРОЈ
