6543. емисија
99. циклус
24. емисија
26. 03. 2017.
www.youtube.com/watch?v=hAQufLZxu6A

А1 - МЕРА
А2 - ДУЖИНА
А3 - ВИСИНА
А4 - ШИРИНА
 А - ДИМЕНЗИЈА
Б1 - МЕЂУПРОСТОР
Б2 - РАЗМАК
Б3 - ТОНОВИ
Б4 - МЕЂУПЕРИОД
 Б - ИНТЕРВАЛ
В1 - ПРОГРАМ
В2 - ВАЖНЕ ВЕСТИ
В3 - НАГОВЕШТАЈ
В4 - ОБАВЕШТЕЊЕ
 В - НАЈАВА
Г1 - ЗИД
Г2 - СТО
Г3 - ЏЕП
Г4 - ЛИСТОВИ
 Г - КАЛЕНДАР
??? - ВРЕМЕ

А1 - ЧУЛА
А2 - ВАРЕЊЕ
А3 - ТЕЛО
А4 - СИСТЕМ
 А - ОРГАНИ
Б1 - ВИША
Б2 - ОПЕРАЦИЈА
Б3 - ШКОЛА
Б4 - ПРЕДМЕТ
 Б - МАТЕМАТИКА
В1 - ЛУДА
В2 - СПОРА
В3 - ПОЛАГАЊЕ
В4 - ИНСТРУКТОР
 В - ВОЖЊА
Г1 - ВЕК
Г2 - ПРСТ
Г3 - РОД
Г4 - ЖАЛОСНИ
 Г - СРЕДЊИ
??? - РЕД
