6494. емисија
98. циклус
36. емисија
05. 02. 2017.
www.youtube.com/watch?v=81piClKXOSk

А1 - ТАСМАНИЈА
А2 - РОГОВИ
А3 - ЦРНИ
А4 - ВАРОШ
 А - ЂАВО
Б1 - БОГ
Б2 - МОРЕ
Б3 - РИМ
Б4 - ПОСЕЈДОН
 Б - НЕПТУН
В1 - ПРЕДМЕТ
В2 - ПОЗОРИШТЕ
В3 - ДРЕС
В4 - МОТКА
 В - РЕКВИЗИТ
Г1 - СЕНО
Г2 - СЛАМА
Г3 - СКУПЉАЊЕ
Г4 - АЛАТКА
 Г - ВИЛЕ
??? - ТРОЗУБАЦ

А1 - СЛОЈ
А2 - ЗЕМЉА
А3 - ТРИБИНЕ
А4 - ПРИТИСАК
 А - АТМОСФЕРА
Б1 - НАУКА
Б2 - СМРТ
Б3 - СВЕТЛОСТ
Б4 - НЕПОГОДА
 Б - ПРИРОДНА
В1 - -ПРИЗВОД
В2 - -ПРОСТОРИЈА
В3 - СПОРЕДНО
В4 - УЗГРЕДНО
 В - НУС
Г1 - НЕОБЈАШЊИВО
Г2 - ФАТАМОРГАНА
Г3 - ЧУДО
Г4 - РЕТКОСТ
 Г - ФЕНОМЕН
??? - ПОЈАВА
