6401. емисија
97. циклус
4. емисија
04. 11. 2016.
www.youtube.com/watch?v=AIXyUF_gomY

А1 - БЕЛО
А2 - РУМЕНО
А3 - МАСКА
А4 - ДРАМА
 А - ЛИЦЕ
Б1 - ПЕРИОД
Б2 - ФУДБАЛ
Б3 - ПАУЗА
Б4 - 45 МИНУТА
 Б - ПОЛУВРЕМЕ
В1 - РЕЧИ
В2 - ЗБОГОМ
В3 - ЗАВРШНО
В4 - КРАЈЊЕ
 В - ПОСЛЕДЊЕ
Г1 - ЈЕЛО
Г2 - ПИТАЊЕ
Г3 - ВРХОВНО
Г4 - НАЈВАЖНИЈЕ
 Г - ГЛАВНО
??? - ПРВО

А1 - БАЦАЧ
А2 - ЖУТ
А3 - ОГАЊ
А4 - ЈЕЗИЧЦИ
 А - ПЛАМЕН
Б1 - ДОКУМЕНТ
Б2 - ИГРА
Б3 - ЦРТЕЖ
Б4 - АНИМАЦИЈА
 Б - ФИЛМ
В1 - ЕКСПЕДИЦИЈА
В2 - ОСВАЈАЧКИ
В3 - ...НА ВРХ 
В4 - КРСТАШКИ
 В - ПОХОД
Г1 - ПОДЕЛА
Г2 - ЗВЕР
Г3 - ЛОПОВИ
Г4 - ТРОФЕЈ
 Г - ПЛЕН
??? - РАТНИ
