5796. емисија
87. циклус
9. емисија
25. 12. 2014.
www.youtube.com/watch?v=NwKDmuzgmbI

А1 - ПЕЧАТ
А2 - ОВЕРА
А3 - ПОТПИС
А4 - СТРАНЕ
 А - УГОВОР
Б1 - МАЈКА
Б2 - ОТАЦ
Б3 - САМОХРАНИ
Б4 - САСТАНАК
 Б - РОДИТЕЉИ
В1 - ПЛАЧ
В2 - ОСМЕХ
В3 - КРЕВЕТАЦ
В4 - ВРТИЋ
 В - ДЕЧЈИ
Г1 - ЗАЈЕДНИЧКА
Г2 - ЗБИРНА
Г3 - МИСАОНА
Г4 - ГЛАГОЛСКА
 Г - ИМЕНИЦА
??? - ДОДАТАК

А1 - АУСПУХ
А2 - ПРИВРЕДА
А3 - ПТИЦА
А4 - ЛИСТ
 А - ГРАНА
Б1 - СЕМЕНКЕ
Б2 - МОТОР
Б3 - КОЧНИЦЕ
Б4 - ВРЕЛО
 Б - УЉЕ
В1 - МАЛТА
В2 - ИТАЛИЈА
В3 - ТУРСКА
В4 - ОБЛАСТ
 В - МЕДИТЕРАН
Г1 - БЕЛИ
Г2 - ПЛАВИ
Г3 - ДОЛИНА
Г4 - ЦВЕТ
 Г - ЈОРГОВАН
??? - МАСЛИНА
