6103. емисија
92. циклус
11. емисија
11. 11. 2015.
www.youtube.com/watch?v=JyBnu-H2l-M

А1 - ТРАВА
А2 - КУТИЈА
А3 - ХРОНИКА
А4 - МАГИЈА
 А - ЦРНА
Б1 - ВИШИ
Б2 - НИВО
Б3 - СТЕПЕН
Б4 - СТАТУС
 Б - РАНГ
В1 - СИГНАЛ
В2 - ГОСТИ
В3 - САЛОН
В4 - СВЕЧАНИ
 В - ПРИЈЕМ
Г1 - РАЗЛОМАЧКА
Г2 - ЛИНИЈА
Г3 - ПОДВУЋИ
Г4 - КОСА
 Г - ЦРТА
??? - ЛИСТА

А1 - ГОРКА
А2 - АСПИРИН
А3 - ЛЕК
А4 - ОРАЛНА
 А - ТАБЛЕТА
Б1 - ОЛОВКА
Б2 - ГРАФИТ
Б3 - ЛИКОВНО
Б4 - ТЕХНИЧКО
 Б - ЦРТАЊЕ
В1 - СОБА
В2 - ДИГИТАЛНА
В3 - ФОТО
В4 - СКРИВЕНА
 В - КАМЕРА
Г1 - ЈЕДИНИЦА
Г2 - ЕТАЛОН
Г3 - ДУЖИНА
Г4 - КВАДРАТ
 Г - МЕТАР
??? - ФИЛМ
