7162. емисија
109. циклус
33. емисија
06. 12. 2018.
www.youtube.com/watch?v=PsGH0IEFPCI

А1 - ПОРОДИЦА
А2 - ПИСМО
А3 - ТОРБА
А4 - ЛОВАЦ
 А - ГЛАВА
Б1 - РУНО
Б2 - КАПА
Б3 - ПЛЕТЕЊЕ
Б4 - ЧАРАПЕ
 Б - ВУНА
В1 - КУБ
В2 - РУЛЕТ
В3 - ЈАМБ
В4 - СУПА
 В - КОЦКА
Г1 - СПАВАЊЕ
Г2 - ПОЉУБАЦ
Г3 - ЛУДЕ КРАВЕ
Г4 - ДЕЧЈА
 Г - БОЛЕСТ
??? - ШЕЋЕР

А1 - ВАТРА
А2 - САЛАТА
А3 - ФИЛОЗОФИЈА
А4 - ОСТРВА
 А - ГРЧКА
Б1 - БУГАРСКА
Б2 - МУДРОСТ
Б3 - ЛОРЕН
Б4 - РАЈОВИЋ
 Б - СОФИЈА
В1 - РОГ
В2 - СЛОН
В3 - ПАПРИКА
В4 - ДИНО ДВОРНИК
 В - АФРИКА
Г1 - ДЕВИЦА
Г2 - САНТАНА
Г3 - БЛАГА
Г4 - ЦРНА
 Г - МАРИЈА
??? - КРАЉИЦА
