6613. емисија
100. циклус
33. емисија
04. 06. 2017.
www.youtube.com/watch?v=oj8JJlX_s9w

А1 - ЦРКВА
А2 - ЈУТРО
А3 - ВЕЧЕ
А4 - ДРУЖБА
 А - СЛУЖБА
Б1 - МАРК
Б2 - ВРХОВНИ
Б3 - ПАРАДА
Б4 - ЧЕ ГЕВАРА
 Б - КОМАНДАНТ
В1 - ЗАШТИТА
В2 - ГРАЂАНИН
В3 - ЛИЦЕ
В4 - НЕУНИФОРМИСАНО
 В - ЦИВИЛ
Г1 - ДУГ
Г2 - ЗАО
Г3 - ШКОЛА
Г4 - СТАЉИН
 Г - ДРУГ
??? - ВОЈСКА

А1 - НОЋ
А2 - СМИРАЈ
А3 - СВЕТЛО
А4 - ПОБЕДА
 А - ДАН
Б1 - СВЕТЛОСТ
Б2 - ЗМАЈ
Б3 - РЕВОЛУЦИЈА
Б4 - НОВА
 Б - ГОДИНА
В1 - ПОСТ
В2 - ИСЛАМ
В3 - БАЈРАМ
В4 - НОЋ КАДР ДОВА
 В - РАМАЗАН
Г1 - ПЛОДНА
Г2 - ЦРНИЦА
Г3 - ЦРВЕНИЦА
Г4 - СУВА
 Г - ЗЕМЉА
??? - МЕСЕЦ
