6517. емисија
98. циклус
59. емисија
28. 02. 2017.
www.youtube.com/watch?v=X1WG2Z2QaEU

А1 - КАПЛАР
А2 - ПУКОВНИК
А3 - ДЕСЕТАР
А4 - ПОРУЧНИК
 А - ЧИН
Б1 - ТАЈНА
Б2 - РОК
Б3 - ХУНТА
Б4 - СПАС
 Б - ВОЈСКА
В1 - ПРОЈЕКАТ
В2 - НАСТАВА
В3 - КРУПНИ
В4 - АКЦИОНИ
 В - ПЛАН
Г1 - ХАВАЈИ
Г2 - ГАЛАПАГОС
Г3 - МАЛДИВИ
Г4 - ГУЛАГ
 Г - АРХИПЕЛАГ
??? - МАРШАЛ

А1 - КЕРЧ
А2 - СКАГЕРАК
А3 - ДАРДАНЕЛИ
А4 - БАБ ЕЛ МАНДЕБ
 А - МОРЕУЗ
Б1 - АНДОРА
Б2 - ПОРТУГАЛИЈА
Б3 - ПОЛУОСТРВО
Б4 - ПЛАНИНСКИ ЛАНАЦ
 Б - ПИРИНЕЈИ
В1 - СНАГА
В2 - 12
В3 - ЗАДАЦИ
В4 - ПОАРО
 В - ХЕРКУЛ
Г1 - КАПИТЕЛ
Г2 - НОСАЧ
Г3 - ЖИВА
Г4 - КИЧМА
 Г - СТУБ
??? - ГИБРАЛТАР
