6354. емисија
96. циклус
18. емисија
18. 09. 2016.
www.youtube.com/watch?v=WDOuSOtA-CM

А1 - КЛУПСКА
А2 - НУС
А3 - ПОМОЋНА
А4 - ОДАЈА
 А - ПРОСТОРИЈА
Б1 - ПАРТЕР
Б2 - НИЖЕ СПРАТ
Б3 - ВИСОКО
Б4 - ДОЊИ НИВО
 Б - ПРИЗЕМЉЕ
В1 - НЕВЕСТА
В2 - КОЊ
В3 - БЕБА
В4 - ЕНТЕРИЈЕР
 В - ОПРЕМАЊЕ
Г1 - ВАГОН
Г2 - ГОСТ
Г3 - БРОД
Г4 - РУЧАВАЊЕ
 Г - САЛОН
??? - СТАН

А1 - ПУМПА
А2 - РАКЕТА
А3 - ФОСИЛ
А4 - ЋЕЛИЈСКО
 А - ГОРИВО
Б1 - ДИМ
Б2 - ПРИЈЕМ
Б3 - УЗБУНА
Б4 - РАДИО
 Б - СИГНАЛ
В1 - ЗВЕЗДА
В2 - РУЖА
В3 - ЈАБУКА
В4 - ЗАСТАВА
 В - ЦРВЕНА
Г1 - ТУНЕЛ
Г2 - КРАЈ
Г3 - ПРИРОДНО
Г4 - СТОП
 Г - СВЕТЛО
??? - ЛАМПИЦА
