6588. емисија
100. циклус
8. емисија
10. 05. 2017.
www.youtube.com/watch?v=MukTJL36k6U

А1 - АМАТЕР
А2 - ПРОФЕСИОНАЛАЦ
А3 - РЕКРЕАЦИЈА
А4 - ТРЕНЕР
 А - СПОРТ
Б1 - БЕЛО 
Б2 - ФИЛМ
Б3 - УЉЕ
Б4 - ТЕКСАС
 Б - ПЛАТНО
В1 - ДОДИР
В2 - СЛОЈ
В3 - НАМЕШТАЈ
В4 - ПЕГЕ
 В - КОЖА
Г1 - ЗИМА
Г2 - СЕЗОНА
Г3 - НОГЕ
Г4 - МОДА
 Г - ОБУЋА
??? - ПАТИКЕ

А1 - КЊИГЕ
А2 - АУТОМОБИЛ
А3 - КУПОЛА
А4 - МАНИФЕСТАЦИЈА
 А - САЈАМ
Б1 - ГОРИВО
Б2 - НАМЕНСКА
Б3 - УТРОШАК
Б4 - ШИРОКА
 Б - ПОТРОШЊА
В1 - ПОРЕМЕЋАЈ
В2 - ХАВАРИЈА
В3 - ПОПРАВКА
В4 - ОТКЛАЊАЊЕ
 В - КВАР
Г1 - ЧЕТВРТ
Г2 - ХРАНА
Г3 - МЕДИЦИНА
Г4 - ВАЗА
 Г - КИНЕСКА
??? - РОБА
