6654. емисија
101. циклус
13. емисија
15. 07. 2017.
www.youtube.com/watch?v=_gIF9jsE3II

А1 - МИЛЕВА
А2 - АПАРАТ
А3 - ТАЛАСИ
А4 - АНТЕНА
 А - РАДИО
Б1 - ШАХ
Б2 - ПОКЕР
Б3 - КОЛИЧИНА РОБЕ
Б4 - ЛИДЕР
 Б - ПАРТИЈА
В1 - ЕЛЕКТРИЧНА
В2 - ВОДОВОДНА
В3 - ЦЕВИ
В4 - УГРАДЊА
 В - ИНСТАЛАЦИЈА
Г1 - ПОЉУБАЦ
Г2 - МАРАТОН
Г3 - ГЛУМАЦ
Г4 - КРИТИЧАР
 Г - ФИЛМСКИ
??? - ПРОГРАМ

А1 - ВУК
А2 - СИРЕНА
А3 - АЛАРМ
А4 - ОТЕГНУТО
 А - ЗАВИЈАЊЕ
Б1 - ПОКЛОН
Б2 - ШИБИЦЕ
Б3 - ПАКЕТ
Б4 - МУЗИКА
 Б - КУТИЈА
В1 - ЛЕПОТА
В2 - ШТЕТНО
В3 - ЗАВИСНОСТ
В4 - КОЦКА
 В - ПОРОК
Г1 - РУЧАК
Г2 - ОДМОР
Г3 - ДРАМСКА
Г4 - КРАТКА
 Г - ПАУЗА
??? - ЦИГАРЕТЕ
