6531. емисија
99. циклус
12. емисија
14. 03. 2017.
www.youtube.com/watch?v=h1zhhfemGY4

А1 - ТЕКТОНСКА
А2 - ЛЕДНИЧКА
А3 - ПЛАНИНСКА
А4 - ВЕШТАЧКА
 А - ЈЕЗЕРА
Б1 - КАМЧАТКА
Б2 - УРАЛ
Б3 - БАЈКАЛ
Б4 - ВОЛГА
 Б - РУСИЈА
В1 - ЦРВ
В2 - СИРЋЕ
В3 - ДИВЉА
В4 - РАЗДОР
 В - ЈАБУКА
Г1 - АУТОМОБИЛ
Г2 - СТАЗА
Г3 - ПРЕСТИЖ
Г4 - ВРЕМЕ
 Г - ТРКА
??? - ВЕЛИКА

А1 - СКУП
А2 - УСАВРШАВАЊЕ
А3 - РАД
А4 - НАУЧНИ
 А - СЕМИНАР
Б1 - ОЦЕЊИВАЊЕ
Б2 - КВИЗ
Б3 - ИЗБОР
Б4 - ЧЛАНОВИ
 Б - ЖИРИ
В1 - ВОЂА
В2 - СНОВИ
В3 - УИГРАНИ
В4 - ИГРАЧИ
 В - ТИМ
Г1 - ЛИЦЕ
Г2 - ТЕРМИН
Г3 - УСТАЉЕНИ
Г4 - ЈЕЗИЧКИ
 Г - ИЗРАЗ
??? - СТРУЧНИ
