5649. емисија
84. циклус
45. емисија
16. 06. 2014.
www.youtube.com/watch?v=vWVY7RPYuIc

А1 - МАЈСТОР
А2 - ТОРБА
А3 - ЗАНАТ
А4 - ПРИРУЧНИ
 А - АЛАТ
Б1 - КРАК
Б2 - ОСЛОНАЦ
Б3 - СИЛА
Б4 - ЗЛАТНА
 Б - ПОЛУГА
В1 - ВРХ
В2 - ФУДБАЛЕР
В3 - ШИМИКА
В4 - САОБРАЋАЈНИ
 В - ШПИЦ
Г1 - КАВЕЗ
Г2 - НИМФА
Г3 - ТИГРИЦА
Г4 - АРА
 Г - ПАПАГАЈ
??? - КЛЕШТА

А1 - КАЛЕМЕГДАН
А2 - ГОРКИ
А3 - ХАЈД
А4 - ЦЕНТРАЛ
 А - ПАРК
Б1 - БУНА
Б2 - ПЕШАК
Б3 - РАСТАНАК
Б4 - ПРВАК
 Б - ЂАК
В1 - КОМАРАЦ
В2 - УШИ
В3 - КАШАЉ
В4 - БУРИДАН
 В - МАГАРАЦ
Г1 - КРАЉЕВИНА
Г2 - СТО
Г3 - ЧЕЛИК
Г4 - НОБЕЛ
 Г - ШВЕДСКА
??? - КЛУПА
