5940. емисија
89. циклус
31. емисија
18. 05. 2015.
www.youtube.com/watch?v=ZhNhM2TsWfk

А1 - ШИРИТ
А2 - ЧИН
А3 - ШАПКА
А4 - ВИШИ
 А - ОФИЦИР
Б1 - СПЛИТ
Б2 - ДРУЖИНА
Б3 - СТАНКО
Б4 - ЈАТАЦИ
 Б - ХАЈДУК
В1 - БОЛНИЦА
В2 - ОРТОПЕДИЈА
В3 - АРИТЉЕРИЈА
В4 - МИНСТАРСТВО
 В - ОДЕЉЕЊЕ
Г1 - КЛАСА
Г2 - ГЕНЕРАЦИЈА
Г3 - ВОЗ
Г4 - ЗАВРШНИ
 Г - РАЗРЕД
??? - СТАРЕШИНА

А1 - ИГРА
А2 - ЛЕСТВИЦА
А3 - КРЕМ
А4 - МАРГИНА
 А - ДРУШТВО
Б1 - ЛИЦИТАЦИЈА
Б2 - УЧЕСНИК
Б3 - ПРОДАВАЦ
Б4 - КРАЈЊИ
 Б - КУПАЦ
В1 - МОБИЛНИ ТЕЛЕФОН
В2 - КАРТИЦА
В3 - СТАН 
В4 - КЕШ
 В - КРЕДИТ
Г1 - СМЕЋЕ
Г2 - КОШ
Г3 - ПАС
Г4 - ВЕШ
 Г - КОРПА
??? - ПОТРОШАЧ
