7165. емисија
109. циклус
36. емисија
09. 12. 2018.
www.youtube.com/watch?v=2kSn1oQvDXg

А1 - ШОК
А2 - КЛАДИОНИЦА
А3 - ОРГАНИ
А4 - ВРЕДНОСТИ
 А - СИСТЕМ
Б1 - ХОТЕЛ
Б2 - КРАЉЕВИНА
Б3 - СФР
Б4 - СР
 Б - ЈУГОСЛАВИЈА
В1 - МУЖЈАК
В2 - СТАЊЕ
В3 -РОМЕО
В4 - ЖЕНКА
 В - АЛФА
Г1 - ВУКАНОВИЋ
Г2 - КАСЕТА
Г3 - КАРОТЕН
Г4 - БЛОКАТОРИ
 Г - БЕТА
??? - РАСПАД

А1 - ПУРЕЊАК
А2 - КОКИЦЕ
А3 - БРАШНО
А4 - ШЕЋЕРАЦ
 А - КУКУРУЗ
Б1 - ПРОДУКЦИЈА
Б2 - ПЛЕЈЕР
Б3 - НАДЗОР
Б4 - ИГРИЦА
 Б - ВИДЕО
В1 - КАЦИГА
В2 - СКУТЕР
В3 - ТЕСТЕРА
В4 - АСИНХРОНИ
 В - МОТОР
Г1 - МИЧИГЕН
Г2 - ФОРД
Г3 - БАНКРОТ
Г4 - МОТАУН
 Г - ДЕТРОИТ
??? - КЛИП
