6773. емисија
103. циклус
10. емисија
11. 11. 2017.
www.youtube.com/watch?v=aaK7PFiyXrc

А1 - КРЕДИТ
А2 - КЉУЧЕВИ
А3 - ЗГРАДА
А4 - УРЕЂЕЊЕ
 А - СТАН
Б1 - ДУЖИНА
Б2 - ШИРИНА
Б3 - ЈАВНА
Б4 - ЗЕЛЕНА
 Б - ПОВРШИНА
В1 - ИНСТРУМЕНТ
В2 - ТЕМПЕРАТУРА
В3 - ПРИТИСАК
В4 - ТАЧНО
 В - МЕРЕЊЕ
Г1 - ПОЧАСТ
Г2 - ЗАТВОР
Г3 - ЦЕНТАР
Г4 - ВОЛАН
 Г - КРУГ
??? - КВАДРАТУРА

А1 - ЖБУН
А2 - РУЖА
А3 - БОДЉЕ
А4 - БАГРЕМ
 А - ТРЊЕ
Б1 - ЈАСИКА
Б2 - ПОДРХТАВАЊЕ
Б3 - ТИТРАЊЕ
Б4 - ЛИСТ НА ВЕТРУ
 Б - ТРЕПЕРЕЊЕ
В1 - ОВЦЕ
В2 - ЈЕДАН,
В3 - ДВА,
В4 - ТРИ...
 В - БРОЈАТИ
Г1 - ДНЕВНИ
Г2 - ЛИЧНИ
Г3 - ПРЕЕДВИЂАЊЕ
Г4 - КУЋЕ
 Г - ХОРОСКОП
??? - ЗВЕЗДЕ
