7268. емисија
112. циклус
16. емисија
22. 03. 2019.
www.youtube.com/watch?v=_SbltuzHu4A

А1 - ИНДУСТРИЈА
А2 - СУДОВИ
А3 - УЉЕ
А4 - ПАРА
 А - МАШИНА
Б1 - РОГ
Б2 - ЗУБ
Б3 - ПРЕСЕК
Б4 - МЕДВЕД
 Б - ЗЛАТНИ
В1 - ДРЖАВА
В2 - СВЕТЛОСТ
В3 - ТРГ
В4 - ГЛАВНИ
 В - ГРАД
Г1 - НАУЧНИК
Г2 - ВОЛТА
Г3 - ХЕРЦ
Г4 - ПЛАНК
 Г - ФИЗИЧАР
??? - БОР

А1 - ПАРАДА
А2 - ГАРДА
А3 - РЕДОВНА
А4 - КОМАНДА
 А - ВОЈСКА
Б1 - КАРТИЦА
Б2 - ЕКРАН
Б3 - ИМЕНИК
Б4 - ПОКВАРЕН
 Б - ТЕЛЕФОН
В1 - СЛАГАЛИЦА
В2 - ДЕЦА
В3 - ЛУТКА
В4 - ПРОДАВНИЦА
 В - ИГРАЧКА
Г1 - ЦРТАЊЕ
Г2 - РВАЊЕ
Г3 - КАБИНА
Г4 - ХЛАДАН
 Г - ТУШ
??? - БАТЕРИЈА
