5882. емисија
88. циклус
34. емисија
21. 03. 2015.
www.youtube.com/watch?v=WmJJqD_fnBs

А1 - ГРАЂА
А2 - СТОЛАРИЈА
А3 - АДВОКАТ
А4 - МАРИЈА
 А - ДРВЕНА
Б1 - АУТО
Б2 - УПРАВЉАЊЕ
Б3 - ОКРЕТАЊЕ
Б4 - КАРНЕР
 Б - ВОЛАН
В1 - ИНСТРУМЕНТ
В2 - ДУГМАД
В3 - ДАЛАПЕ
В4 - ГВЕРИНИ
 В - ХАРМОНИКА
Г1 - АЛКОХОЛ
Г2 - МАЛИГАНИ
Г3 - ЧЕП
Г4 - МОРТУС
 Г - ПИЈАН
??? - ЛЕТВА

А1 - НЕБО
А2 - ВУНА
А3 - ПЛИВАЊЕ
А4 - МРКА
 А - КАПА
Б1 - ЂАК
Б2 - ПИЈАЦА
Б3 - ПОШТАР
Б4 - КЕНГУР
 Б - ТОРБА
В1 - ПОЗОРИШТЕ
В2 - ЈЕДРЕЊЕ
В3 - ГАС
В4 - ДРВЕНА 
 В - ДАСКА
Г1 - ПРАШАК
Г2 - МАРА
Г3 - ШВАБА
Г4 - БИТЛСИ
 Г - БУБЕ
??? - ГЛАВА
