5655. емисија
84. циклус
51. емисија
22. 06. 2014.
www.youtube.com/watch?v=dOP6ZmICQUg

А1 - ГАЛАПАГОС
А2 - ДОДЕКАНЕЗ
А3 - КОРНАТИ
А4 - ГУЛАГ
 А - АРХИПЕЛАГ
Б1 - ЗГЛОБ
Б2 - БЕДРО
Б3 - БОБОТОВ
Б4 - ЏЕЈМС
 Б - КУК
В1 - БОГ
В2 - КОВАЧНИЦА
В3 - КРАТЕР
В4 - ЕРУПЦИЈА
 В - ВУЛКАН
Г1 - ВОЋЕ
Г2 - КОЛУТОВИ
Г3 - ДИЊА
Г4 - СУНЂЕР БОБ 
 Г - АНАНАС
??? - ХАВАЈИ

А1 - НЕПОЗНАТА
А2 - НОГЕ
А3 - ЗРАЦИ
А4 - ДОСИЈЕ
 А - Х 
Б1 - ФУНКЦИЈА
Б2 - ИТРИЈУМ
Б3 - ХРОМОЗОМ
Б4 - ОРДИНАТА
 Б - Y
В1 - СЛОВО
В2 - ЗОРО
В3 - ЗАМБИЈА
В4 - КОСТА ГАВРАС
 В - Z
Г1 - ПОЛИЦИЈА
Г2 - ЧИГРА
Г3 - ОДБОЈКА
Г4 - ОКРЕТАЊЕ
 Г - РОТАЦИЈА
??? - ОСА
