7043. емисија
107. циклус
36. емисија
08. 08. 2018.
www.youtube.com/watch?v=SB2Jjw4hZp0

А1 - МАТИЦА
А2 - МЕД
А3 - ВОСАК
А4 - ЖАОКА
 А - ПЧЕЛА
Б1 - КЛИП
Б2 - ЦИЛИНДАР
Б3 - КАРИКЕ
Б4 - ТАКТ
 Б - МОТОР
В1 - ЗГЛОБ
В2 - НОГА
В3 - МЕНИСКУС
В4 - РОДОСЛОВ
 В - КОЛЕНО
Г1 - СПРАВА
Г2 - СОБНО
Г3 - ШИПКА
Г4 - ЗГИБ
 Г - ВРАТИЛО
??? - РАДИЛИЦА

А1 - ДРУМСКО
А2 - ШИНСКО
А3 - ТЕРЕТНО
А4 - ЗАПРЕЖНО
 А - ВОЗИЛО
Б1 - ПОКРИВАЧ
Б2 - ПАХУЉИЦЕ
Б3 - МЕЋАВА
Б4 - БЕЛИ
 Б - СНЕГ
В1 - НОВА ГОДИНА
В2 - ПОКЛОНИ
В3 - ИРВАСИ
В4 - ДИМЊАК
 В - ДЕДА МРАЗ
Г1 - ПАСУЉ
Г2 - ДИЛАН
Г3 - СУНЂЕР
Г4 - КОЦКАЛОНЕ
 Г - БОБ
??? - САНКЕ
