6131. емисија
92. циклус
39. емисија
09. 12. 2015.
www.youtube.com/watch?v=V-KMbLsr1Nw

А1 - ЗИДАРИ
А2 - ЛОЖА
А3 - ШЕСТАР
А4 - ОКО
 А - МАСОНИ
Б1 - РАДИО
Б2 - ПРИКЉУЧАК
Б3 - ТЕЛЕФОН
Б4 - ЉУБАВ
 Б - ВЕЗА
В1 - ЗБИР
В2 - ЛОТО
В3 - АРАПИ
В4 - ШИФРА
 В - БРОЈЕВИ
Г1 - ОПНОКРИЛНИ
Г2 - ТВРДОКРИЛНИ
Г3 - БУБЕ
Г4 - ЛЕПТИРИ
 Г - ИНСЕКТИ
??? - РЕД

А1 - ДЕЦА
А2 - АДОПЦИЈА
А3 - ПРИХВАТАЊЕ
А4 - СВОЈАТАЊЕ
 А - УСВАЈАЊЕ
Б1 - ПРЕДИЗБОРНА
Б2 - ЖЕТВЕНА
Б3 - МОБИЛИЗАЦИЈА
Б4 - ВОЈНА
 Б - КАМПАЊА
В1 - НЕРАДНО
В2 - НЕАКТИВНО
В3 - УЧЕШЋЕ
В4 - ИНЕРТНО
 В - ПАСИВНО
Г1 - ПЕСМИЦА
Г2 - ПАСТИ
Г3 - НАИЗУСТ
Г4 - БУБАЊЕ
 Г - НАПАМЕТ
??? - УЧЕЊЕ
