6632. емисија
100. циклус
52. емисија
23. 06. 2017.
www.youtube.com/watch?v=wlbejtIENnw

А1 - КРАЉ
А2 - ЖАНДАР
А3 - ДВОЈКА
А4 - КЕЦ
 А - КАРТЕ
Б1 - ЗРНО
Б2 - ПЛАЖА
Б3 - ОДБОЈКА
Б4 - СТАКЛО
 Б - ПЕСАК
В1 - ПЕРИОД
В2 - ХИЉАДУ
В3 - ГОДИНЕ
В4 - БУБА
 В - МИЛЕНИЈУМ
Г1 - ФЕН
Г2 - ПАСАТ
Г3 - ЈУГО
Г4 - БУРА
 Г - ВЕТРОВИ
??? - КУЛА

А1 - МАЈЕВИЦА
А2 - МАЛИ
А3 - ЂУРЂЕВ ГРАД
А4 - РЕПУБЛИКА СРПСКА
 А - ЗВОРНИК
Б1 - СВАДБА
Б2 - ИГМАН
Б3 - КОРАК
Б4 - УСИЉЕНИ
 Б - МАРШ
В1 - ГРАД 
В2 - РАВАНИЦА
В3 - МОРАВА
В4 - МОСТ
 В - ЋУПРИЈА
Г1 - ПАРАГРАФ
Г2 - ЛИНИЈА
Г3 - ПАЛАНКА
Г4 - ФЕЈА
 Г - КРИВА
??? - ДРИНА
