6630. емисија
100. циклус
50. емисија
21. 06. 2017.
www.youtube.com/watch?v=aELF_jIrMWY

А1 - ТОЧАК
А2 - ЗИМА
А3 - ЛЕТО
А4 - ЖВАКА
 А - ГУМА
Б1 - ОЧИ
Б2 - БРКОВИ
Б3 - ДОМАЋА
Б4 - СИБИРСКА
 Б - МАЧКА
В1 - ГУСТА
В2 - БИЉКА
В3 - ЛОЈ
В4 - ЖИВОТИЊА
 В - МАСТ
Г1 - ОКЛОП
Г2 - КУПОЛА
Г3 - ГУСЕНИЦА
Г4 - БИТКА
 Г - ТЕНК
??? - ТИГАР

А1 - ЛИМЕС
А2 - ИЗВОД
А3 - ЛИНЕАРНА
А4 - КВАДРАТНА
 А - ФУНКЦИЈА
Б1 - РЕПУБЛИКА
Б2 - ПЕТАО
Б3 - МАРИЈАНА
Б4 - РЕВОЛУЦИЈА
 Б - ФРАНЦУСКА
В1 - КРАК
В2 - ЊУТН
В3 - ДЕЈСТВО
В4 - СПРЕГ
 В - СИЛА
Г1 - SI
Г2 - ЈЕДИНИЦА
Г3 - КАПАЦИТЕТ
Г4 - КОНДЕНЗАТОР
 Г - ФАРАДЕЈ
??? - "F"
