6467. емисија
98. циклус
9. емисија
09. 01. 2017.
www.youtube.com/watch?v=eqImeJF2fDs

А1 - СТЕЧАЈ
А2 - ПРИНУДА
А3 - РУКОВОДСТВО
А4 - ЗАТВОР
 А - УПРАВНИК
Б1 - ЧИНОВНИК
Б2 - ПОСАО
Б3 - ДРЖАВА
Б4 - ДРУЖБА
 Б - СЛУЖБА
В1 - БАНКА
В2 - НОВАЦ
В3 - ЧУВАЊЕ
В4 - НАЦИОНАЛНА
 В - ШТЕДИОНИЦА
Г1 - КАБИНА
Г2 - ТРУП
Г3 - МЛАЗ
Г4 - КОНСТРУКЦИЈА
 Г - АВИОН
??? - ПОШТА

А1 - МИЦКИЈЕВИЧ
А2 - ПУСЛОЈИЋ
А3 - СМИТ
А4 - ЛАМБЕРТ
 А - АДАМ
Б1 - КОЖА
Б2 - ВОДЕНА
Б3 - НЕДРА
Б4 - ЈЕЗИК
 Б - ЗМИЈА
В1 - МАЛА
В2 - ДУПЛА
В3 - КУЦАЊЕ
В4 - ОТВОРЕНА
 В - ВРАТА
Г1 - ...У ПЕРИОДУ
Г2 - ПОМЕТЕНИ
Г3 - ТВ СЕРИЈА
Г4 - НАЂЕНИ
 Г - ИЗГУБЉЕНИ
??? - РАЈ
