7240. емисија
111. циклус
18. емисија
22. 03. 2019.
www.youtube.com/watch?v=CsJJMGI1GsI

А1 - ПОВРАТАК
А2 - ЛЕО МАРТИН
А3 - ХОМЕР
А4 - ТРОЈАНСКИ РАТ
 А - ОДИСЕЈА
Б1 - ПОД
Б2 - ГАЛИЈА
Б3 - ТИТАНИК
Б4 - ТРУП
 Б - БРОД
В1 - ТАКСИ
В2 - ПОДЛУГОВИ
В3 - ЗОО
В4 - МЕТРО
 В - СТАНИЦА
Г1 - СОФТВЕР
Г2 - ТРЕНИНГ
Г3 - ЗАБАВНИ
Г4 - ОБРАЗОВНИ
 Г - ПРОГРАМ
??? - СВЕМИР

А1 - ПОМОЋ
А2 - КАЗНА
А3 - ВЕРА
А4 - ОТАЦ
 А - БОГ
Б1 - БУДИЗАМ
Б2 - СВЕТИЛИШТЕ
Б3 - ПАНТЕОН
Б4 - ПАРТЕНОН
 Б - ХРАМ
В1 - АМЕРИЧКА
В2 - ЕСТЕТИКА
В3 - ПРОЛАЗНОСТ
В4 - САЛОН
 В - ЛЕПОТА
Г1 - НЕША
Г2 - МАШНА
Г3 - ДЕЛФИН
Г4 - МОЉАЦ
 Г - ЛЕПТИР
??? - АПОЛОН
