5780. емисија
86. циклус
54. емисија
09. 12. 2014.
www.youtube.com/watch?v=2lJwsBfH32Q

А1 - ФРАНЦУСКА
А2 - КОМПАНИЈА
А3 - АУТОМОБИЛ
А4 - "C4"
 А - СИТРОЕН
Б1 - БРЕГОВИ
Б2 - ФОНТАНЕ
Б3 - КАТАКОМБЕ
Б4 - ГУСКЕ
 Б - РИМ
В1 - ВЕСНА
В2 - ЛАДА
В3 - ИЗИДА
В4 - ФРЕЈА
 В - БОГИЊА
Г1 - ОПЕРА
Г2 - МАСКА
Г3 - АВИОН
Г4 - НЕВИДЉИВИ
 Г - ФАНТОМ
??? - ДИЈАНА

А1 - РЕГИОН
А2 - РАВНИЦА
А3 - ТЕМИШВАР
А4 - ЗРЕЊАНИН
 А - БАНАТ
Б1 - КОНАЦ
Б2 - ЖИЦА
Б3 - НАМОТАЈ
Б4 - ИНДУКТИВНИ
 Б - КАЛЕМ
В1 - ЛИВАДА
В2 - УТРИНА
В3 - СТОКА
В4 - ИСПАША
 В - ПАШЊАК
Г1 - ИСТОРИЧАР
Г2 - ХЕМИЧАР
Г3 - АСТРОНОМ
Г4 - МАТЕМАТИЧАР
 Г - НАУЧНИК
??? - МИХАЈЛО ПУПИН
