6706. емисија
102. циклус
4. емисија
05. 09. 2017.
www.youtube.com/watch?v=Gyad1BHIpuw

А1 - ДИКТАТОР
А2 - ИСХРАНА
А3 - ПРИДРЖАВАЊЕ
А4 - СТРОГИ
 А - РЕЖИМ
Б1 - СПРАВА
Б2 - СТАТИКА
Б3 - ДИНАМИКА
Б4 - КИНЕМАТИКА
 Б - МЕХАНИКА
В1 - ВИТЕЗ
В2 - МОНАХ
В3 - КАЛУЂЕР
В4 - ШАЛТЕР
 В - РЕД
Г1 - НАУКА
Г2 - ОБЛАСТ
Г3 - ГВОЗДЕНА
Г4 - ЧАС
 Г - ДИСЦИПЛИНА
??? - РАД

А1 - ЧУВАР
А2 - ЗАКОН
А3 - ВАЈАТ ЕРП
А4 - ДИВЉИ ЗАПАД
 А - ШЕРИФ
Б1 - КАФА
Б2 - НОВИНЕ
Б3 - БУЂЕЊЕ
Б4 - МАГЛА
 Б - ЈУТРО
В1 - ДАН
В2 - ЕФЕКТИ
В3 - ГОДИНА
В4 - БРЗИНА
 В - СВЕТЛОСТ
Г1 - ПАТУЉАК
Г2 - ЏИН
Г3 - НЕПТУН
Г4 - ЗЕМЉА
 Г - ПЛАНЕТА
??? - ЗВЕЗДА
