7107. емисија
108. циклус
39. емисија
12. 10. 2018.
www.youtube.com/watch?v=e_N4yR-LdyE

А1 - НАЗИВ
А2 - НАСЛОВ
А3 - КУМ
А4 - СРЕДЊЕ
 А - ИМЕ
Б1 - ВРАТА
Б2 - ТОРТА
Б3 - ШКОЛА
Б4 - УЗБУНА
 Б - ЗВОНО
В1 - САЈАМ
В2 - ПОЛУЛОПТА
В3 - ЛОНДОН
В4 - САД
 В - КУПОЛА
Г1 - КРАЉЕВИЋ
Г2 - УЛИЦА
Г3 - ШТАП
Г4 - МИЛОСТИЊА
 Г - ПРОСЈАК
??? - ЦРКВА

А1 - РУЖА
А2 - ЏЕНТЛМЕН
А3 - ШИРИТ
А4 - ШАПКА
 А - ОФИЦИР
Б1 - ДРУМСКО
Б2 - ШИНСКО
Б3 - ПУТНИЧКО
Б4 - ХИТНА ПОМОЋ
 Б - ВОЗИЛО
В1 - ТАКСА
В2 - ИНСПЕКЦИЈА
В3 - СЛУЖБА
В4 - ОПШТИНСКА
 В - КОМУНАЛНА
Г1 - СЛОБОДА
Г2 - ЛИШАВАЊЕ
Г3 - КРИМИНАЛАЦ
Г4 - ЗАТВОР
 Г - ХАПШЕЊЕ
??? - ПОЛИЦИЈА
