6579. емисија
99. циклус
60. емисија
01. 05. 2017.
www.youtube.com/watch?v=rP_Ju4dAgCo

А1 - ГРАЂЕВИНА
А2 - СПОМЕНИЦИ
А3 - СТУБОВИ
А4 - ПРОЈЕКТОВАЊЕ
 А - АРХИТЕКТУРА
Б1 - ЖИВОТНА
Б2 - КОМЕДИЈА
Б3 - ТРАГЕДИЈА
Б4 - СЕКЦИЈА
 Б - ДРАМА
В1 - БОЛЕСТ
В2 - ТОЧАК
В3 - ДРУШТВО
В4 - НАУКА
 В - ИСТОРИЈА
Г1 - ФАНТОМ
Г2 - ЗАГОР
Г3 - ЈУНАК
Г4 - ЦРТЕЖ
 Г - СТРИП
??? - УМЕТНОСТ

А1 - ЗВЕЗДЕ
А2 - ПСИ
А3 - МАРС
А4 - АРЕС
 А - РАТ
Б1 - ПРИКУПЉАЊЕ
Б2 - ХРАНА
Б3 - РОБА
Б4 - МАГАЦИНА
 Б - ЗАЛИХА
В1 - ПОЛАГАЊЕ
В2 - СЛОБОДНА
В3 - ТАКСИ
В4 - РИНГИШПИЛ
 В - ВОЖЊА
Г1 - ХАЉИНА
Г2 - ПОДСУКЊА
Г3 - УНУТРАШЊА
Г4 - ОДЕЛО
 Г - ПОСТАВА
??? - РЕЗЕРВА
