7303. емисија
113. циклус
21. емисија
26. 04. 2019.
www.youtube.com/watch?v=h14gmlbDqEg

А1 - ТАМБУРИЦА
А2 - ОДЛИЧАН
А3 - ЧУЛА
А4 - КОЛОНА
 А - 5(ПЕТ)
Б1 - РЕАКЦИЈА
Б2 - ИНДУСТРИЈА
Б3 - ОРУЖЈЕ
Б4 - ОЛОВКА
 Б - ХЕМИЈА
В1 - ПРОТЕСТ
В2 - ПРАЗАН
В3 - САСТАНАК
В4 - БРОЈЕВИ
 В - СКУП
Г1 - СО
Г2 - СУДОПЕРА
Г3 - ШПОРЕТ
Г4 - БАКА
 Г - КУХИЊА
??? - ЕЛЕМЕНТ

А1 - СВЕЋА
А2 - БРЗИНА
А3 - СЕНКА
А4 - ГОДИНА
 А - СВЕТЛОСТ
Б1 - ПРЕНОС
Б2 - БИРО
Б3 - ШАЛТЕР
Б4 - ПОВЕРЉИВА
 Б - ИНФОРМАЦИЈА
В1 - ХОРОСКОП
В2 - ВЕСТАЛКА
В3 - ОСТРВА
В4 - МАРИЈА
 В - ДЕВИЦА
Г1 - КОРИТО
Г2 - ГАЛЕБ
Г3 - СИСТЕМ
Г4 - АЛАС
 Г - РЕКА
??? - ИЗВОР
