6609. емисија
100. циклус
29. емисија
31. 05. 2017.
www.youtube.com/watch?v=V8E4-yaxdog

А1 - ТОПЉЕЊЕ
А2 - РУДА
А3 - КАПИЈА
А4 - КРВ
 А - ГВОЖЂЕ
Б1 - ПРУГЕ
Б2 - ОСУЂЕНИК
Б3 - ЗАТВОР
Б4 - ПРИСИЛНИ
 Б - РОБИЈАШ
В1 - СПОРТ
В2 - КРАЉИЦА
В3 - ШТАФЕТА
В4 - ЛАКА
 В - АТЛЕТИКА
Г1 - ПОЗОРИШТЕ
Г2 - СПРАВА
Г3 - ЛОПТА
Г4 - РЕКЕТ
 Г - РЕКВИЗИТ
??? - КУГЛА

А1 - КОД
А2 - ДОСИЈЕ
А3 - АГЕНТ
А4 - СПИСИ
 А - ТАЈНИ
Б1 - УДАРАЦ
Б2 - ПАД
Б3 - СТИХ
Б4 - НЕСПУТАН
 Б - СЛОБОДАН
В1 - КВАЛИТЕТ
В2 - ДНЕВНИК
В3 - ЖИРИ
В4 - ГИМНАСТИКА
 В - ОЦЕНА
Г1 - СТАН
Г2 - ЧИВИЛУК
Г3 - ЦИПЕЛАР
Г4 - ПРЕДСОБЉЕ
 Г - ХОДНИК
??? - ПРОЛАЗ
