7128. емисија
108. циклус
60. емисија
02. 11. 2018.
www.youtube.com/watch?v=oT2Qo0o5tKw

А1 - АФРИКА
А2 - ИНДИЈАНЦИ
А3 - САВЕЗ
А4 - ВРАЧ
 А - ПЛЕМЕ
Б1 - УСТАНАК
Б2 - КАПИЈА
Б3 - ЛИГА
Б4 - ВОЉА
 Б - НАРОД
В1 - ПОКРАЈИНЕ
В2 - БЕРЛИН
В3 - ШВАРЦВАЛД
В4 - БЕНЦ
 В - НЕМАЧКА
Г1 - ОКТАВИЈАН
Г2 - ПОДЕЛА
Г3 - СВЕТО
Г4 - ЗАПАДНО
 Г - РИМСКО ЦАРСТВО
??? - ГЕРМАНИ

А1 - ВРАТА
А2 - УСТАНАК 
А3 - ПРЕДАЊЕ
А4 - КОЛО
 А - НАРОД 
Б1 - ГАЈДЕ
Б2 - ГОЛФ
Б3 - ВИСКИ
Б4 - СЕВЕР
 Б - ШКОТСКА
В1 - ЗЕЛЕНО
В2 - ОСТРВО
В3 - ДЕТЕЛИНА
В4 - РЕПУБЛИКА
 В - ИРСКА
Г1 - АТЛАНТИК
Г2 - МАСАЧУСЕТС
Г3 - ЧАЈАНКА
Г4 - AEROSMITH
 Г - БОСТОН
??? - КЕЛТИ
