7034. емисија
107. циклус
27. емисија
30. 07. 2018.
www.youtube.com/watch?v=ndM9VxsEhNQ

А1 - КОНВЕКСНИ
А2 - ТЕТИВНИ
А3 - ТАНГЕТНИ
А4 - 2 ДИЈАГОНАЛЕ
 А - ЧЕТВОРОУГАО
Б1 - ШАТОР
Б2 - АРЕНА
Б3 - КЛОВН
Б4 - ЛЕТЕЋИ
 Б - ЦИРКУС
В1 - ПАДОБРАН
В2 - КЕНГУР
В3 - МОТКА
В4 - ДАЉ
 В - СКОК
Г1 - ТЕТИВА
Г2 - ПЛОЧИЦЕ
Г3 - БИЦЕПС
Г4 - ТРИЦЕПС
 Г - МИШИЋ
??? - ТРАПЕЗ

А1 - ПУЛТ
А2 - МАЕСТРО
А3 - ОРКЕСТАР
А4 - ВОЂА
 А - ДИРИГЕНТ
Б1 - ЛЕД
Б2 - ТРАВА
Б3 - БОДИЧЕК
Б4 - ПАК
 Б - ХОКЕЈ
В1 - ЛОПТИЦА
В2 - КЛУБ
В3 - РУПЕ
В4 - МИНИ
 В - ГОЛФ
Г1 - ПЕЋ
Г2 - ЛОТО
Г3 - ТАМБУРИН
Г4 - ТИМПАН
 Г - БУБАЊ
??? - ПАЛИЦА
