7175. емисија
109. циклус
46. емисија
19. 12. 2018.
www.youtube.com/watch?v=6BvnvmZXCik

А1 - ТЕШКЕ
А2 - СТРАНЕ
А3 - УКРШТЕНЕ
А4 - ИГРА
 А - РЕЧИ
Б1 - НАЦИОНАЛНА
Б2 - СТАРОСНА
Б3 - ПРЕВРЕМЕНА
Б4 - ПОВЕЋАЊЕ
 Б - ПЕНЗИЈА
В1 - ЕВОЛУЦИЈА
В2 - ПУТ
В3 - СИТУАЦИЈА
В4 - РАСТ
 В - РАЗВОЈ
Г1 - ЛАБУД
Г2 - ПОЈАС
Г3 - ХУМР
Г4 - ЧАЈ
 Г - ЦРНИ
??? - ФОНД

А1 - СТАРИ
А2 - ФИЛМСКИ
А3 - ЦЕНТАР
А4 - МРКОЊИЋ
 А - ГРАД
Б1 - СЕОБА
Б2 - ПЕСМА
Б3 - ВЕСЕЉЕ
Б4 - ПОЗОРИШТЕ
 Б - НАРОД
В1 - ЕГИПАТ
В2 - ХИПАТИЈА
В3 - ЕУКЛИД
В4 - СВЕТИОНИК
 В - АЛЕКСАНДРИЈА
Г1 - ГРУПА
Г2 - ЗАКОН
Г3 - ГРАМАТИКА
Г4 - ВЕЋЕ
 Г - ЧЛАН
??? - БИБЛИОТЕКА
