6130. емисија
92. циклус
38. емисија
08. 12. 2015.
www.youtube.com/watch?v=CdlPXAublUE

А1 - ГНЕЗДО
А2 - БЛАГО
А3 - СТАБЛО
А4 - НАСЛЕЂЕ
 А - ПОРОДИЧНО
Б1 - РАД
Б2 - СВЕТАЦ
Б3 - ОБЕЛЕЖАВАЊЕ
Б4 - ДРЖАВА
 Б - ПРАЗНИК
В1 - ФОРМУЛА
В2 - ШКОЛА
В3 - СПОРТСКИ
В4 - ОСТВАРЕНИ
 В - УСПЕХ
Г1 - ТОРТА
Г2 - ПОКЛОН
Г3 - ЧЕСТИТКА
Г4 - ДИВАН ДАН
 Г - РОЂЕНДАН
??? - СЛАВЉЕ

А1 - ТВРДИ
А2 - БИСКВИТ
А3 - ПЛАЗМА
А4 - ЧАЈ
 А - КЕКС
Б1 - ЕВА
Б2 - ДЕВОЈКА
Б3 - МАЈКА
Б4 - ЗГОДНА
 Б - ЖЕНА
В1 - ПРАГ
В2 - ДУХОВИ
В3 - КРОМПИР
В4 - КРОВ
 В - КУЋА
Г1 - УНУТРАШЊИ
Г2 - ИНОСТРАНИ
Г3 - ДЕЛА
Г4 - РАДОВИ
 Г - ПОСЛОВИ
??? - ДОМАЋИЦА
