6335. емисија
95. циклус
60. емисија
30. 06. 2016.
www.youtube.com/watch?v=NuOU3tBS_tI

А1 - КОД
А2 - КОМБИНАЦИЈА
А3 - МУТАЦИЈЕ
А4 - НАСЛЕЂИВАЊЕ
 А - ГЕНИ
Б1 - ТУРБО
Б2 - РАКЕТНИ
Б3 - ПРЕДЊИ
Б4 - 4 ТОЧКА
 Б - ПОГОН
В1 - ГЕНЕТИКА
В2 - ЗАКОНИ
В3 - ОСНИВАЧ
В4 - ГРЕГОР
 В - МЕНДЕЛ
Г1 - ЗРНО
Г2 - ПРИНЦЕЗА
Г3 - ЗЕЛЕНИ
Г4 - МАХУНА
 Г - ГРАШАК
??? - ХИБРИД

А1 - ЛАТИТУДА
А2 - ЛОНГИТУДА
А3 - ЦЕЛЗИЈУС
А4 - КЕЛВИН
 А - СТЕПЕН
Б1 - ЗВЕЗДА
Б2 - ПОЛУГА
Б3 - СИЛА
Б4 - ХОБОТНИЦА
 Б - КРАК
В1 - ПОЧЕТНИ
В2 - СЛОБОДНИ
В3 - НИСКИ
В4 - У ПРАЗНО
 В - УДАРАЦ
Г1 - ЧВОР
Г2 - МАХ
Г3 - МЕЊАЧ
Г4 - ОГРАНИЧЕНА
 Г - БРЗИНА
??? - УГАО
