6491. емисија
98. циклус
33. емисија
02. 02. 2017.
www.youtube.com/watch?v=Mbjh9x-A8gY

А1 - СЕМАФОР
А2 - ТРИБИНЕ
А3 - НАВИЈАЧИ
А4 - ЛОЖА
 А - СТАДИОН
Б1 - АЕРО
Б2 - НАРОДНИ
Б3 - ПРОТЕСТНИ
Б4 - ПОДРШКА
 Б - МИТИНГ
В1 - МАРГО
В2 - ЕЛИЗАБЕТА
В3 - МАРИЈА
В4 - СНЕЖНА
 В - КРАЉИЦА
Г1 - НАДМЕТАЊЕ
Г2 - ОПРЕМА
Г3 - ЕКИПА
Г4 - ТАКМИЧЕЊЕ
 Г - СПОРТ
??? - АТЛЕТИКА

А1 - ТЕЗГЕ
А2 - ПРОДАЈА
А3 - ЗЕЛЕНА
А4 - БУВЉА
 А - ПИЈАЦА
Б1 - ПРАВДА
Б2 - АПОТЕКА
Б3 - ТЕГОВИ
Б4 - МЕРЕЊЕ
 Б - ВАГА
В1 - ЈЕЛЕН
В2 - КОЗА
В3 - ОВАН
В4 - ВРЕЋА
 В - РОГОВИ
Г1 - СКАНДИНАВИЈА
Г2 - БОГ
Г3 - ГРОМ
Г4 - ХЕЈЕРДАЛ
 Г - ТОР
??? - СТОКА
