6120. емисија
92. циклус
28. емисија
28. 11. 2015.
www.youtube.com/watch?v=uOyuVvEFcno

А1 - ПОЛИЦИЈА
А2 - БОРАВАК
А3 - КРИВИЧНА
А4 - ПОДНЕТИ
 А - ПРИЈАВА
Б1 - ШКОЛОВАЊЕ
Б2 - ЗАВРШЕТАК
Б3 - ПРОСЛАВА
Б4 - ВЕЧЕ
 Б - МАТУРА
В1 - ЗАНАТ
В2 - ВОЗАЧ
В3 - ПОПРАВКА
В4 - ШАХ
 В - МАЈСТОР
Г1 - ИНСТИТУТ
Г2 - ЧИНОВНИК
Г3 - ПОСАО
Г4 - ПРАЗНИК
 Г - ДРЖАВНИ
??? - ИСПИТ

А1 - МОТОР
А2 - КАЈАК
А3 - КАНУ
А4 - ГУМА
 А - ЧАМАЦ
Б1 - ОЧИ
Б2 - ТРБУХ
Б3 - УСНА
Б4 - ШУПЉИНА
 Б - ДУПЉА
В1 - БЕЛИ
В2 - ПЛАВИ
В3 - ДОЛИНА
В4 - МИРИС
 В - ЈОРГОВАН
Г1 - ТРОЈСТВО
Г2 - ПИСМО
Г3 - РИМСКО...
Г4 - БЛАЖЕНО
 Г - СВЕТО
??? - ДРВО
