6071. емисија
91. циклус
40. емисија
10. 10. 2015.
www.youtube.com/watch?v=X11M4uiRuQE

А1 - ЖАНДАР
А2 - УЛАЗНИЦА
А3 - АС
А4 - ПЕРОН
 А - КАРТА
Б1 - ЊЕГОВ
Б2 - МИ
Б3 - ТАЈ
Б4 - КОЈИ
 Б - ЗАМЕНИЦА
В1 - СТАКЛО
В2 - ТЕТРАПАК
В3 - КАРТОН
В4 - ПАКОВАЊЕ
 В - АМБАЛАЖА
Г1 - ХЕМИЈА
Г2 - АЛЕРГИЈА
Г3 - НУКЛЕАРНА
Г4 - БУРНА
 Г - РЕАКЦИЈА
??? - ПОВРАТНА

А1 - ЛЕКОВИТ
А2 - БИЉНИ
А3 - КОЗМЕТИЧКИ
А4 - ХЕМИЈСКИ
 А - ПРЕПАРАТ
Б1 - СЕМИНАР
Б2 - ПРЕДАВАЊЕ
Б3 - ГОДИНА
Б4 - УНИВЕРЗИТЕТ
 Б - ФАКУЛТЕТ
В1 - СТЕПЕН
В2 - ГРАД
В3 - СИРЋЕ
В4 - ПОРОК
 В - АЛКОХОЛ
Г1 - ПАЖЊА
Г2 - ФОКУС
Г3 - КОШАРКАШ
Г4 - КРУГ
 Г - ЦЕНТАР
??? - МЕДИЦИНСКИ
