5819. емисија
87. циклус
32. емисија
17. 01. 2015.
www.youtube.com/watch?v=fVm664nR2Xc

А1 - БЕРЛИН
А2 - БЕЧ
А3 - САЛА
А4 - БИБЛИОТЕКА
 А - КОНГРЕС
Б1 - ВИТЕЗ...
Б2 - ...ЛИК
Б3 - СЕТНИ
Б4 - ЖАЛОСНИ
 Б - ТУЖНИ
В1 - АЗИЛ
В2 - ПРОТИВНИК
В3 - ПРЕВРАТ
В4 - ПОКРЕТ
 В - ПОЛИТИЧКИ
Г1 - ЗЛАТНИ
Г2 - ПОПРЕЧНИ
Г3 - ИСТОРИЈА
Г4 - Т 
 Г - ПРЕСЕК
??? - СКУП

А1 - ПАЖЊА
А2 - УСРЕДСРЕЂЕНОСТ
А3 - ФОКУС
А4 - РАСТВОР
 А - КОНЦЕНТРАЦИЈА
Б1 - АРИСТОТЕЛ
Б2 - ПРЕМИСА
Б3 - ЗАКЉУЧАК
Б4 - ДОКАЗ
 Б - ЛОГИКА
В1 - ПЛЕС
В2 - ПЛИВАЊЕ
В3 - ВОЈНА
В4 - ДВОРИШТЕ
 В - ШКОЛА
Г1 - КРЕТАЊЕ
Г2 - ПОСТРОЈЕЊЕ
Г3 - МАШИНСКО
Г4 - МАХИНАЛНО
 Г - МЕХАНИЧКО
??? - УЧЕЊЕ
