6563. емисија
99. циклус
44. емисија
15. 04. 2017.
www.youtube.com/watch?v=Mx-H8J5UITY

А1 - ЛИЦЕ
А2 - СИНА РАЗМЕТНОГА
А3 - ОКО
А4 - СО
 А - СУЗЕ
Б1 - ДОБАР
Б2 - ОДЛИЧАН
Б3 - НЕДОВОЉАН
Б4 - ТАКМИЧЕЊЕ
 Б - УСПЕХ
В1 - СВАДБА
В2 - ОПШТЕНАРОДНО
В3 - ПЕСМА
В4 - ИГРА
 В - ВЕСЕЉЕ
Г1 - НОВИНЕ
Г2 - ТВ ДНЕВНИК
Г3 - УДАРНА
Г4 - ГЛАВНА
 Г - ВЕСТ
??? - РАДОСТ

А1 - СВЕТ
А2 - НАСТАЈАЊЕ
А3 - КРЕИРАЊЕ
А4 - ФОРМИРАЊЕ
 А - СТВАРАЊЕ
Б1 - ТРОШКОВИ
Б2 - ТЕРАПИЈА
Б3 - КУЋНО
Б4 - БАЊА
 Б - ЛЕЧЕЊЕ
В1 - ДЕЦА
В2 - ПОДИЗАЊЕ
В3 - МЕТОДЕ
В4 - СПЕЦИЈАЛНО
 В - ВАСПИТАЊЕ
Г1 - ВИШАК
Г2 - БУМ
Г3 - ХЕМИЈСКО-
Г4 - ПОСТУПАК
 Г - ТЕХНОЛОШКИ
??? - ПРОЦЕС
