6086. емисија
91. циклус
55. емисија
25. 10. 2015.
www.youtube.com/watch?v=GW_I9g6IVvs

А1 - ГОСПОДАР
А2 - КОЛУНЏИЈА
А3 - КРСТИТЕЉ
А4 - СТЕРИЈА
 А - ЈОВАН
Б1 - КАПЕТАНИЈА
Б2 - СИДРО
Б3 - ВУКАЛОВИЋ
Б4 - ПОП
 Б - ЛУКА
В1 - ИВАНОВИЋ
В2 - КЕЖМАН
В3 - НЕНАДОВИЋ
В4 - ПРОТА
 В - МАТЕЈА
Г1 - ПОЛО
Г2 - КРАЉЕВИЋ
Г3 - МИЉАНОВ
Г4 - АНТОНИЈЕ
 Г - МАРКО
??? - ЈЕВАНЂЕЉЕ

А1 - СКАЛА
А2 - ТЕРМОМЕТАР
А3 - МЕРЕЊЕ
А4 - ПОВИШЕНА
 А - ТЕМПЕРАТУРА
Б1 - ЗУБ
Б2 - ПРОГНОЗА
Б3 - ГРИНИЧ
Б4 - ПРОЛАЗНОСТ
 Б - ВРЕМЕ
В1 - КРАЉЕВИНА
В2 - БОКС
В3 - СИЈАМ
В4 - МАСАЖА
 В - ТАЈЛАНД
Г1 - НИЈАГАРА
Г2 - МОТОР
Г3 - СТРУЈА
Г4 - СМИЉАН
 Г - ТЕСЛА
??? - "T"
