6226. емисија
94. циклус
12. емисија
13. 03. 2016.
www.youtube.com/watch?v=FbmHPED185k

А1 - ХЕМИЈСКИ
А2 - ВЛАДА
А3 - ПРЕДСЕДНИК
А4 - НАСТАВА
 А - КАБИНЕТ
Б1 - ОРГАНИЗАМ
Б2 - ЧОВЕК
Б3 - ОБЛИК
Б4 - ПРОУЧАВАЊЕ
 Б - АНАТОМИЈА
В1 - РАСПРАВА
В2 - СУД
В3 - РЕГИСТАР
В4 - СТВАР
 В - ПРЕДМЕТ
Г1 - КУЛА
Г2 - КВАРЦ
Г3 - КЛАТНО
Г4 - ГЛЕДАЊЕ
 Г - САТ
??? - БИОЛОГИЈА

А1 - ТОПОЛА
А2 - ЦРКВА
А3 - КАРАЂОРЂЕ
А4 - ВИНОГРАДИ 
 А - ОПЛЕНАЦ
Б1 - МЕДАЉА
Б2 - ДРУГА
Б3 - МЕСЕЦ
Б4 - ТАМНА
 Б - СТРАНА
В1 - РЕКА
В2 - ПАРК
В3 - БЕОГРАД
В4 - КВАРТ
 В - ТОПЧИДЕР
Г1 - ЦРЕВО
Г2 - "ЈЕР"
Г3 - ГОЈАЗНО
Г4 - ПУНАЧКО
 Г - ДЕБЕЛО
??? - БРДО
