5850. емисија
88. циклус
2. емисија
17. 02. 2015.
www.youtube.com/watch?v=I0ewBx8TIdA

А1 - БАВАРСКА
А2 - ПЕЦИВО
А3 - КРИВА
А4 - СО
 А - КИФЛА
Б1 - БРАК
Б2 - ЉУБАВ
Б3 - КЕЧЕВИ
Б4 - ЧАРАПЕ
 Б - ПАРЕ
В1 - ТУБА
В2 - СЛАЧИЦА
В3 - ГОРЧИЦА
В4 - КЕСИЦА
 В - СЕНФ
Г1 - УВИЈАЧ
Г2 - СВЕСКА
Г3 - ЧОКОЛАДА
Г4 - ФОЛИЈА
 Г - ОМОТ
??? - ВИРШЛА

А1 - ПРВА 
А2 - ЕКИПА
А3 - КОЈА ПРЕДЊАЧИ
А4 - НАВОЂЕНА
 А - ВОДЕЋА
Б1 - ДИРЕКТОР
Б2 - МИНИСТАР
Б3 - МАТЕМАТИКА
Б4 - ЛОГАРИТАМ
 Б - ФУНКЦИЈА
В1 - ПОЗОРИШТЕ
В2 - ШЕКСПИР
В3 - ДИ КАПРИО
В4 - ГИДРА
 В - ГЛУМАЦ
Г1 - ФУДБАЛ
Г2 - СТВАР
Г3 - УЛИЦА
Г4 - СТАНИЦА
 Г - СПОРЕДНА
??? - УЛОГА
