6446. емисија
97. циклус
49. емисија
19. 12. 2016.
www.youtube.com/watch?v=QPMbXy2GJhw


А1 - ПРЕНОС
А2 - СЛИКА
А3 - ЕЛЕКТРОНСКИ
А4 - МЕДИЈ
 А - ТЕЛЕВИЗИЈА
Б1 - КОЛОНАДА
Б2 - ХЕРКУЛ
Б3 - ВИНОГРАД
Б4 - ОГРАДА
 Б - СТУБОВИ
В1 - ЕХ PONTO
В2 - ТРАВНИК
В3 - ЗНАКОВИ
В4 - ГОСПОЂИЦА
 В - ИВО АНДРИЋ
Г1 - АДВОКАТ
Г2 - КРСТ
Г3 - САНДУК
Г4 - УГАЉ
 Г - ДРВЕНИ
??? - МОСТ

А1 - ФИЛМ
А2 - СЛИКАР
А3 - ТЕКСАС
А4 - БЕЛО
 А - ПЛАТНО
Б1 - КЛИМА
Б2 - ЗЕМЉА
Б3 - НАТОПЉЕНА
Б4 - МОКРА
 Б - ВЛАЖНА
В1 - СИТАН
В2 - КОНАЦ
В3 - РИШЕЉЕ
В4 - СКИЈЕ
 В - ВЕЗ
Г1 - ЦРНА
Г2 - БЕЛА
Г3 - ДИНСТАНА
Г4 - РЕСТОВАНА
 Г - ЏИГЕРИЦА
??? - МАРАМИЦА
