5859. емисија
88. циклус
11. емисија
26. 02. 2015.
www.youtube.com/watch?v=Lo5ozSMKN7A

А1 - ОБУКА
А2 - ПОШТА
А3 - КЊИЖИЦА
А4 - ТАЈНА
 А - ВОЈНА
Б1 - УМ
Б2 - ГИМНАСТИКА
Б3 - ВИША
Б4 - ОПЕРАЦИЈА
 Б - МАТЕМАТИКА
В1 - ПЛАТОН
В2 - ШКОЛА
В3 - ПИТОМАЦ
В4 - ФИЛМ
 В - АКАДЕМИЈА
Г1 - ТРЖИШТЕ
Г2 - РЕФОРМА
Г3 - ПОЛИТИЧКА
Г4 - НОБЕЛОВА НАГРАДА
 Г - ЕКОНОМИЈА
??? - НАУКА

А1 - ЛИСТ
А2 - ЦВЕТ
А3 - РУКОХВАТ
А4 - БИЧ
 А - ДРШКА
Б1 - МЕД
Б2 - ЗИМНИЦА
Б3 - КРАСТАВАЦ
Б4 - ПОСУДА
 Б - ТЕГЛА
В1 - АУСПУХ
В2 - БОСНА
В3 - ДУБОК
В4 - СНЕШКО БЕЛИЋ
 В - ЛОНАЦ
Г1 - ОТО
Г2 - ДИЗЕЛ
Г3 - ХАРЛИ
Г4 - ВЕСПА
 Г - МОТОР
??? - ПОКЛОПАЦ
