6523. емисија
99. циклус
4. емисија
06. 03. 2017.
www.youtube.com/watch?v=XoPTn5Fg1hU

А1 - ЧУВАРИ
А2 - ЛИЧНО
А3 - ФИЗИЧКО
А4 - СЛУЖБА
 А - ОБЕЗБЕЂЕЊЕ
Б1 - ЗАВОД
Б2 - ПРОНАЛАЗАК
Б3 - ОЛОВКА
Б4 - ЗАТВАРАЧ
 Б - ПАТЕНТ
В1 - ЧОВЕК
В2 - ПРИРОДНА
В3 - ОКРУЖЕЊЕ
В4 - ЗАГАЂЕЊЕ
 В - ОКОЛИНА
Г1 - КАРТОН
Г2 - СТАКЛО
Г3 - ПОВРАТНА
Г4 - ПАКОВАЊЕ
 Г - АМБАЛАЖА
??? - ЗАШТИТА

А1 - СКУП
А2 - ХОД
А3 - ЏЕП
А4 - БУРЕК
 А - ПРАЗАН
Б1 - НОВИНЕ
Б2 - ЗИД
Б3 - МАЛИ
Б4 - ПРОДАЈА
 Б - ОГЛАС
В1 - СНАЛАЖЕЊЕ
В2 - СТРАНЕ СВЕТА
В3 - КОМПАС
В4 - СЕВЕРНА
 В - ОРИЈЕНТАЦИЈА
Г1 - ОСЛОНАЦ
Г2 - ЗНАК
Г3 - КЉУЧАЊЕ
Г4 - РЕЧЕНИЦА
 Г - ТАЧКА
??? - ПРОСТОР
