6097. емисија
92. циклус
5. емисија
05. 11. 2015.
www.youtube.com/watch?v=HWJ4D5Xer4A

А1 - ТЕЗЕ
А2 - СРЕЋКА
А3 - УЉЕ
А4 - ЏОКЕР
 А - ЗАМЕНА
Б1 - КОЦКА
Б2 - МРКИ
Б3 - КАМЕНИ
Б4 - КОЛУБАРА
 Б - УГАЉ
В1 - СЛАГАЛИЦА
В2 - МОЗАИК
В3 - СКЛАПАЊЕ
В4 - ТЕЛО
 В - ДЕЛОВИ
Г1 - СЕКИРА
Г2 - ЗОНА
Г3 - ОФАНЗИВА
Г4 - ОПРЕМА
 Г - РАТНА
??? - РЕЗЕРВА

А1 - СТАРТНА
А2 - СТРАТЕШКА
А3 - ПАТ
А4 - МАТ
 А - ПОЗИЦИЈА
Б1 - НОВИНЕ
Б2 - КОЛУМНА
Б3 - СПОРТСКА
Б4 - РЕДОВНА
 Б - РУБРИКА
В1 - ТЕРЕН
В2 - ХЛЕБ
В3 - ЖИВОТ
В4 - ЦЕНТАР
 В - СРЕДИНА
Г1 - ЗАВРШНА
Г2 - ФИНАЛНА
Г3 - ОДЛУКА
Г4 - ВЕРЗИЈА
 Г - КОНАЧНА
??? - ТАБЕЛА
