5844. емисија
87. циклус
57. емисија
11. 02. 2015.
www.youtube.com/watch?v=ktDe2nH9bUk

А1 - ЦРЕВО
А2 - СЕНФ
А3 - ПАСУЉ
А4 - СУВА
 А - КОБАСИЦА
Б1 - ПЛАНИНА
Б2 - ОЧИ
Б3 - ЦРНА
Б4 - РАВНА
 Б - ГОРА
В1 - ВАТРА
В2 - ЖИЖАК
В3 - ВАРНИЦА
В4 - ПРВА
 В - ИСКРА
Г1 - АЛПИ
Г2 - САВА
Г3 - ПОСТОЈНА
Г4 - ЈУГОСЛАВИЈА
 Г - СЛОВЕНИЈА
??? - КРАЊ

А1 - ДВОРАЦ
А2 - РАСКОШ
А3 - ЦАРСКА
А4 - ПРАВДА
 А - ПАЛАТА
Б1 - РОМАН
Б2 - БОБИ
Б3 - МАГЛА
Б4 - ТРАФАЛГАР
 Б - ЛОНДОН
В1 - СКУПШТИНА
В2 - ДОЊИ ДОМ
В3 - ГОРЊИ ДОМ
В4 - КНЕСЕТ
 В - ПАРЛАМЕНТ
Г1 - КВАРНЕР
Г2 - ЛЕТОВАЛИШТЕ
Г3 - МАНАСТИР
Г4 - КАТОЛИЧКИ
 Г - ОПАТИЈА
??? - ВЕСТМИНСТЕР
