7115. емисија
108. циклус
47. емисија
20. 10. 2018.
www.youtube.com/watch?v=q12jEFgRoaY

А1 - ПОРЕЗ
А2 - ИСПИТ
А3 - ПОДНЕТИ
А4 - БОРАВАК
 А - ПРИЈАВА
Б1 - КАРИЈЕРА
Б2 - ХОНОРАРНИ
Б3 - ПЛАЋЕНИ
Б4 - ДРЖАВНИ
 Б - ПОСАО
В1 - ФОНДАЦИЈА
В2 - ДОДЕЛА
В3 - ФИНАНСИРАЊЕ
В4 - СТУДЕНТСКА
 В - СТИПЕНДИЈА
Г1 - КОМИСИЈА
Г2 - ПОНУДЕ
Г3 - ДРЖАВА
Г4 - ПРОЈЕКАТ
 Г - ТЕНДЕР
??? - КОНКУРС

А1 - ШАХ
А2 - МАГНЕТ
А3 - ЦВЕЋЕ
А4 - КРАШКО
 А - ПОЉЕ
Б1 - ПОЧЕТНИК
Б2 - ЗВЕЗДА
Б3 - ПОТКОВИЦА
Б4 - БЕЛИ МИШ
 Б - СРЕЋА
В1 - БРОЈ
В2 - КВАРТЕТ
В3 - ЈАХАЧИ
В4 - АПОКАЛИПСА
 В - ЧЕТИРИ
Г1 - ПАПИР
Г2 - КЊИГА
Г3 - ЛОВОР
Г4 - ЗЕЛЕНИ
 Г - ЛИСТ
??? - ДЕТЕЛИНА
