6116. емисија
92. циклус
24. емисија
24. 11. 2015.
www.youtube.com/watch?v=MhZEcBSI0S8

А1 - РОБА
А2 - ДИСТРИБУЦИЈА
А3 - ТРЖИШТЕ
А4 - ТАБЕЛА
 А - ПЛАСМАН
Б1 - ОДЛИЧНО
Б2 - ИЗУЗЕТНО
Б3 - ЛЕПАК
Б4 - БЕНЗИН
 Б - СУПЕР
В1 - ПОЧЕТАК
В2 - ПРЕДЕО
В3 - ЗАВРШЕТАК
В4 - ТАЧКА
 В - КРАЈ
Г1 - РЕЗУЛТАТ
Г2 - ПРЕНОС
Г3 - МЕЧ
Г4 - СУДИЈА
 Г - УТАКМИЦА
??? - ФИНАЛЕ

А1 - ХИДРАУЛИЧНА
А2 - МАШИНА
А3 - ШТАМПАРСКА
А4 - КОСА
 А - ПРЕСА
Б1 - МИЛАНОВАЦ
Б2 - НИЖИ
Б3 - ДОМ
Б4 - ТОК
 Б - ДОЊИ
В1 - ПОРТУГАЛИЈА
В2 - ФОСФОР
В3 - ПАРКИНГ
В4 - ПОВРШИНА
 В - "P"
Г1 - ДУША
Г2 - ОГЛЕДАЛО
Г3 - ПОГЛЕД
Г4 - ДУПЉА
 Г - ОЧИ
??? - ПРИТИСАК
