7238. емисија
111. циклус
16. емисија
20. 02. 2019.
www.youtube.com/watch?v=qWAIHUM8xZY

А1 - КОБРА
А2 - ОЧИ
А3 - ГМИЗАВАЦ
А4 - КОШУЉИЦА
 А - ЗМИЈА
Б1 - СЕМАФОР
Б2 - ПИКАДО
Б3 - КУРСОР
Б4 - АМОР
 Б - СТРЕЛИЦА
В1 - НУКЛЕАРНА
В2 - ШУМА
В3 - ДРШКА
В4 - ШЕШИР
 В - ПЕЧУРКА
Г1 - ВЕНГЕР
Г2 - ДЕДИЋ
Г3 - КАРАЂОРЂЕВИЋ
Г4 - ЛУПЕН
 Г - АРСЕН
??? - ОТРОВ

А1 - ЈАСНА
А2 - СКРИВЕНА
А3 - ПРИВАТНА
А4 - СМС
 А - ПОРУКА
Б1 - КРАЉЕВИНА
Б2 - ХИМАЛАЈИ
Б3 - ГАС
Б4 - ЛАМПА
 Б - БУТАН
В1 - ТУРА
В2 - АЛКОХОЛ
В3 - АПЕРИТИВ
В4 - ХРАНА
 В - ПИЋЕ
Г1 - МАСКА
Г2 - ПЕРАЈА
Г3 - ЗВОНО
Г4 - СПОРТ
 Г - РОЊЕЊЕ
??? - БОЦА
