6950. емисија
106. циклус
4. емисија
07. 05. 2018.
www.youtube.com/watch?v=ZsqF5_zCSOQ

А1 - ВЛАДАР
А2 - БРУНЕЈ
А3 - ОМАН
А4 - ТУРСКА
 А - СУЛТАН
Б1 - ПОЖЕГА
Б2 - МОДРИЦА
Б3 - СТЕНЛЕЈ
Б4 - КОШТИЦА
 Б - ШЉИВА
В1 - ПОКЛОПАЦ
В2 - ГУМИЦА
В3 - СТАКЛО
В4 - ЗИМНИЦА
 В - ТЕГЛА
Г1 - ЗАДАТАК
Г2 - САПУН
Г3 - ТЕРЕН
Г4 - ОВДАШЊИ
 Г - ДОМАЋИ
??? - ЏЕМ

А1 - ПУК
А2 - МАСА
А3 - СВЕТ
А4 - ВРАТА
 А - НАРОД
Б1 - БЕДА
Б2 - ГРАДСКА
Б3 - ГОЛА
Б4 - ТЕШКА
 Б - СИРОТИЊА
В1 - ДИЗНИ
В2 - ЈУНАК
В3 - ЏАНГРИЗАЛО
В4 - ДОНАЛД
 В - ПАЈА ПАТАК
Г1 - РОЂАК
Г2 - УЈАК
Г3 - ПОТОМАК
Г4 - НЕЋАК
 Г - СЕСТРИЋ
??? - РАЈА
