6569. емисија
99. циклус
50. емисија
21. 04. 2017.
www.youtube.com/watch?v=SUOLadgz4MY

А1 - ГЛАДНА
А2 - МЕДНА
А3 - ЈЕЗИК
А4 - ДИСАЊЕ
 А - УСТА
Б1 - ГЛАС
Б2 - НИЈЕ ВОКАЛ
Б3 - ЈЕДНАЧЕЊЕ
Б4 - СТРУЈНИ
 Б - СУГЛАСНИК
В1 - НЕПРОБОЈНО
В2 - ЗЕМЉИШТЕ
В3 - ОБЕЋАЊЕ
В4 - ЧВРСТО
 В - ТВРДО
Г1 - ЛЕМЉЕЊЕ
Г2 - НЕЖНО
Г3 - ТЕСТО
Г4 - УДОБНО
 Г - МЕКО
??? - НЕПЦЕ

А1 - ПАЛЕТА
А2 - ФАБРИКА
А3 - ПОЉОПРИВРЕДА
А4 - КАТАЛОГ
 А - ПРОИЗВОДИ
Б1 - СПИКЕР
Б2 - КВИЗ
Б3 - МИКРОФОН
Б4 - ТВ
 Б - ВОДИТЕЉ
В1 - ДНЕВНИ
В2 - ЧАСОВИ
В3 - РАТНИ
В4 - РАЗМЕШТАЈ
 В - РАСПОРЕД
Г1 - ТОК
Г2 - РИЈАЛИТИ
Г3 - ЗАБАВА
Г4 - БИЗНИС
 Г - ШОУ
??? - ПРОГРАМ
