6195. емисија
93. циклус
42. емисија
11. 02. 2016.
www.youtube.com/watch?v=m7InwqPEQ3s

А1 - КРЕДИТ
А2 - ПАТЕНТ
А3 - ИЗГУБЉЕНЕ
А4 - СТВАРИ
 А - БИРО
Б1 - ШКОЛА
Б2 - КОМБИНАЦИЈА
Б3 - АВИОН
Б4 - ЕМИСИЈА
 Б - ПИЛОТ
В1 - ЧЕЛНИК
В2 - ЛИДЕР
В3 - САТИРА
В4 - ДОМАНОВИЋ
 В - ВОЂА
Г1 - МАРШАЛ
Г2 - ФИЛМ
Г3 - АКЦИЈА
Г4 - ПЕТОЉЕТКА
 Г - ПЛАН
??? - ПРОЈЕКАТ

А1 - ТАКТ
А2 - КЛИП
А3 - УЉЕ
А4 - ПОГОН
 А - МОТОР
Б1 - МРЕЖА
Б2 - ПЕЦАЊЕ
Б3 - КУВАЊЕ
Б4 - СМЕЧ
 Б - ОДБОЈКА
В1 - ПИШТОЉ
В2 - ТРКА
В3 - ЂОН
В4 - НИСКИ
 В - СТАРТ
Г1 - ИНСТРУМЕНТ
Г2 - ПИСАК
Г3 - ФЛАЖОЛЕТ
Г4 - ПИКОЛО
 Г - ФЛАУТА
??? - БЛОК
